propertyId	longitudeBefore	longitudeAfter	latitudeBefore	latitudeAfter	addressBefore	addressAfter	addressBeforeCharLength	addressAfterCharLength	addressBeforeContainsJalan	addressAfterContainsJalan	additionalRegionBefore	additionalRegionAfter	additionalRegionBeforeCharLength	additionalRegionAfterCharLength	isVenueGrouped	userId	userPropertyCount	userWrongProperty	userReviewedProperty	userCheckedProperty
623336255	110.4093165	110.40890321949	-7.8057905	-7.8050745143474	RIngroad Timur	Jl. Ringroad Timur	14	18	no	yes	Banguntapan 	Banguntapan 	12	12	no	36814490	495	269	373	2
103363247	106.7942405	106.83692653069	-6.4024844	-6.4229831472587	Jalan Raya Kemang Raden Raden Saleh Cilodong Depok	Jalan Raya Kemang	50	17	no	no	Cilodong Depok	Raden Saleh, Cilodong	14	21	no	32316623	222	69	130	23
910479072	106.9755726	106.93467268889	-6.2382699	-6.3505766600587	Jl. Jatiasih	Jl. Mess AL	12	11	yes	yes	Jatiasih	Jatisari, Jatiasih	8	18	no	34321322	901	395	568	77
711782775	112.65302112024	112.65302112024	-7.2975057973384	-7.2975057973384	Jl. Telaga Mas Road	Jl. Telaga Mas Road	19	19	yes	yes	Lidah Kulon	Lidah Kulon	11	11	yes	34586950	249	81	201	61
693538794	106.7644649	106.76426913188	-6.6021788	-6.5997076887021	Jl.Raya Ciomas	Jl. Cikerti	14	11	yes	yes	Padasuka, Ciomas	Padasuka, Ciomas	16	16	yes	33527433	76	35	48	0
392310535	106.9755726	106.95627260623	-6.2382699	-6.2295852104314	puri bintara	Jl. Bintara Raya	12	16	no	yes	Bintara	Bintara	7	7	yes	38846144	324	117	209	65
879812151	106.9754727	106.97518541417	-6.2675129	-6.2676122662231	Jl. Pulo ribung	Jl. Pulo Ribung	15	15	yes	yes	Pekayon Jaya	Pekayon Jaya	12	12	no	37754754	17	5	8	1
498669329	106.7942405	106.79379915389	-6.4024844	-6.3877921784297	Mampang	Mampang	7	7	no	no	Pancoran Mas	Pancoran Mas	12	12	no	32784613	786	803	826	1
864136499	107.0678216	107.07732799378	-6.2356749	-6.251546752955	Jl.Tambun Selatan	Jl. K.H Mas'ud	17	14	yes	yes	Tambun Selatan 	Tambun Selatan 	15	15	no	38541209	351	102	160	11
475705297	112.2384017	112.77840163492	-7.5360639	-7.2446613139744	Lebak Permai	Jl. Lebak Permai	12	16	no	yes	Tambaksari	Tambaksari	10	10	no	31292038	144	79	126	1
981311630	112.2384017	112.76669582292	-7.5360639	-7.3053775990194	Nginden Intan Barat	Jl. Nginden Intan Barat	19	23	no	yes	Sukolilo	Sukolilo	8	8	no	31563914	740	405	671	202
851351290	110.3859913	110.3859913	-7.8426533	-7.8426533	Tamanan Banguntapan Bantul Yogyakarta	Tamanan	37	7	no	no	Tamanan Banguntapan Bantul Yogyakarta 	Banguntapan	38	11	yes	36622822	196	586	695	3
626410872	110.3176365	110.33808959383	-7.7969995	-7.7777272959266	Jalan Gamping	Nogotirto	13	9	no	no	Gamping	Gamping	7	7	no	31946208	312	167	215	1
870553789	112.6675398	112.6523151196	-7.4726134	-7.4785381090142	Jl.Tulangan	Jl. Raya Tulangan	11	17	yes	yes	Tulangan Sidoarjo	Tulangan 	17	9	yes	36459846	309	179	232	1
797547142	98.6722227	98.627301815837	3.5951956	3.5459146838047	JALAN KARYA INDAH	Jl. Karya Indah	17	15	no	yes	Tanjung Sari	Tanjung Sari	12	12	no	39799342	124	194	249	3
552660943	110.402376	110.43027107725	-7.7325213	-7.769773237756	Jalan Ring Road Maguwo	Jl. Ring Road	22	13	no	yes	Maguwoharjo	Maguwoharjo	11	11	no	34121014	340	119	189	0
401151529	106.94970167459	106.94970167459	-6.2738187512915	-6.2738187512915	Jl. Dr. Ratna	Jl. Dr. Ratna	13	13	yes	yes	Jatiasih	Jatiasih	8	8	yes	31906134	955	432	570	66
292492574	112.4214773	112.42627964048	-7.3316646	-7.3174476291456	Dawarblandong	Jl. Raya Dawarblandong	13	22	no	yes	Dawar Blandong	Dawar Blandong	14	14	no	31292038	144	79	126	1
108864324	112.7520883	112.72829007718	-7.2574719	-7.3141369376568	Ketintang	Ketintang	9	9	no	no	Gayungan	Gayungan	8	8	no	37495154	374	293	428	86
200746224	110.137239	110.137239	-7.881747	-7.881747	Conegaran, Triharjo, Wates, Kulon ProgoConegaran, Triharjo, Wates, Kulon Progo	Conegaran	78	9	no	no	Conegaran, Triharjo, Wates, Kulon Progo	Triharjo, Wates	39	15	no	36622822	196	586	695	3
611428894	106.99540753567	106.99540753567	-6.1762074866337	-6.1762074866337	Jl. Taman Harapan Baru	Jl. Taman Harapan Baru	22	22	yes	yes	Harapan Indah	Harapan Indah	13	13	yes	37889490	446	180	282	72
201564653	106.7343357	106.7343357	-6.1781151	-6.1781151	JL.KEMBANGAN UTARA	Jl. Kembangan Utara	18	19	no	yes	Kembangan	Kembangan	9	9	yes	39703489	686	424	634	152
244032882	106.9791041	106.9830398699	-6.1920069	-6.1889085440243	jl.harapan indah	Jl. Bulevar Hijau Raya	16	22	yes	yes	Harapan Indah	Harapan Indah	13	13	yes	38910050	3176	2753	2997	43
835245951	106.8060388	106.78007155309	-6.5971469	-6.4664054368468	Lokasi : Desa Cimanggis Bojong Gede Kab.Bogor,Jawa Barat -Indonesia	Jl. Raya Nanggerang	67	19	no	yes	Tajur Halang	Tajur Halang	12	12	yes	36290755	53	23	28	1
655650587	112.7301098	112.72829007718	-7.3154135	-7.3141369376568	Ketintang	Jl. Ketintang	9	13	no	yes	Gayungan	Gayungan	8	8	yes	31292038	144	79	126	1
251796592	110.4315489	110.4315489	-7.7048474	-7.7048474	Jl. Besi Jangkang	Jl. Besi Jangkang	17	17	yes	yes	Ngaglik	Sukoharjo, Ngaglik	7	18	no	32928809	99	33	69	2
299549948	112.6938198	112.69103530794	-7.4117388	-7.4134569516747	Dsn Kedung, Jumput Rejo	Kedung	23	6	no	no	Sukodono, Sidoarjo	Jumput Rejo	18	11	yes	30784500	1	2	3	0
835016081	106.8229441	106.82254713307	-6.5751816	-6.5761515013234	JL.Pangeran Asogiri	Jl. Pangeran Sogiri	19	19	no	yes	Tanah Baru	Tanah Baru	10	10	no	33137953	1	0	1	0
612480673	106.62525894339	106.62525894339	-6.2652767987003	-6.2652767987003	Jl. Telaga Serpong Raya	Jl. Telaga Serpong Raya	23	23	yes	yes	Gading Serpong	Gading Serpong	14	14	yes	33434037	262	107	145	21
554155338	110.3348744	110.35694734498	-7.8773015	-7.8201773216074	Jalan Bantul	Jl. Bantul	12	10	no	yes	Banguntapan	Wirokerten, Banguntapan	11	23	no	37771292	658	405	499	12
720988690	112.64672860574	112.64672860574	-7.2995691472231	-7.2995691472231	Jl. Telaga Utama Road	Jl. Telaga Utama Road	21	21	yes	yes	Citraland	Citraland	9	9	yes	38726754	203	32	120	78
278919777	109.3545221	109.35496198228	-0.0774804	-0.077716434176817	Komplek Cendana Agung, Blok A6, Sungai Raya Dalam - Pontianak.	Jl. Komplek Cendana Agung	62	25	no	yes	Komplek Cendana Agung, Blok A6, Sungai Raya Dalam - Pontianak.	Sungai Raya Dalam	62	17	yes	31201822	4899	2269	2414	2
624759620	106.94431611651	106.94431611651	-6.3154466755885	-6.3154466755885	Jl. Wibawa Mukti II	Jl. Wibawa Mukti II	19	19	yes	yes	Jatiasih	Jatiasih	8	8	yes	31906134	955	432	570	66
449036857	95.3237559	95.346022330164	5.5482904	5.5492860725359	Jl. Prof. Ali Hasyimi no 2, simpang BPKP lamteh ulee kareng ( deretan hotel KUMALA)	Jl. Prof. Ali Hasyimi	83	21	yes	yes	Lamteh	Lamteh	6	6	no	33192048	1	0	1	0
180967257	107.6989724433	107.69755882081	-6.8996077948542	-6.9079028956032	Jalan Pasirjati Ujungberung	Jalan Pasirjati	27	15	no	no	Bandung Timur	Ujungberung	13	11	yes	35909553	462	110	145	0
138686519	107.6792469	107.67703322343	-6.8985527	-6.9019887912772	Pasirimpun	Jl. Pasir Impun	10	15	no	yes	bandung Timur	Cicaheum	13	8	no	37735770	985	416	502	3
327965098	106.810544	106.82296799216	-6.2277765	-6.2052611056905	Jl. Jendral Sudirman	Jl. Jendral Sudirman	20	20	yes	yes	Setia Budi	Setia Budi	10	10	no	35902637	102	15	66	29
579072169	107.6325491	107.631193892	-6.9257708	-6.9260820466179	GATOT SUBROTO	Jl. Gatot Subroto	13	17	no	yes	Lengkong	Lengkong	8	8	no	35200849	79	29	59	7
899158521	110.3728573	110.38886173862	-7.7358808	-7.6947638621721	Jalan Palagan	Jl. Palagan	13	11	no	yes	Donoharjo	Gondang Lutung, Ngaglik	9	23	no	37771292	658	405	499	12
170681333	107.1089475	107.11881802917	-6.4859182	-6.4983691220101	Cariu Jonggol	Jl.Transyogi Jonggol Cariu	13	26	no	yes	Tegal Panjang, Cariu	Tegal Panjang, Cariu	20	20	no	31325857	1	0	1	0
722773712	106.9054618	106.90537596931	-6.1604549	-6.1754096547915	Kelapa Gading	Kelapa Gading	13	13	no	no	Pegangsaan Dua	Pegangsaan Dua	14	14	no	37705688	703	544	627	42
443369783	106.752872	106.75447147512	-6.268557	-6.2656952312884	Jl. Bumi BIntaro Permai	Jl. Bintaro Puspita	23	19	yes	yes	Pesanggrahan	Pesanggrahan	12	12	yes	30175270	7	2	6	1
926938162	107.6191228	107.58470989338	-6.9174639	-6.8764304951583	setrasari	Jl. Setrasari	9	13	no	yes	Sukasari	Sukasari	8	8	no	31382529	417	261	378	57
681399268	106.78580246866	106.78362694761	-6.2848923551801	-6.2811071579151	duta sekolah	Jl. Duta Sekolah	12	16	no	yes	Pondok Indah	Pondok Indah	12	12	no	34968606	31	25	45	5
657856827	109.394416938098	109.3944169381	-0.033883588965328	-0.033883588965328	Tanah murah tepi jalan traskalimantan km 10  Pontianak Kab., Kalimantan Barat	Jl. Trans Kalimantan	77	20	yes	yes	Tanah murah tepi jalan traskalimantan km 10  Pontianak Kab., Kalimantan Barat	Sungai Ambawang	77	15	no	31201822	4899	2269	2414	2
142592535	95.3237559	95.327682223279	5.5482904	5.5754369175109	Aspal	Lamdingin	5	9	no	no	lamdingin	Kuta Alam	9	9	yes	34268826	338	118	157	6
448758421	106.94419177546	106.94419177546	-6.2847330430392	-6.2847330430392	Jl. Jati Kramat	Jl. Jati Kramat	15	15	yes	yes	Jatiasih	Jatiasih	8	8	yes	38118658	259	58	124	36
729917000	106.98414310813	106.98388733964	-6.4094026861966	-6.4057766053498	jln. transyogi raya KM 15 cileungsi - jonggol	Jl. Harvest City Boulevard	45	26	yes	yes	Cileungsi	Cileungsi	9	9	yes	32166322	2	3	4	0
144012574	112.70326463297	112.70326463297	-7.4521182008933	-7.4521182008933	Jl. Raya Taman Pinang Indah	Jl. Raya Taman Pinang Indah	27	27	yes	yes	Banjarbendo	Banjarbendo	11	11	yes	33347837	420	46	296	188
819624673	106.7548737	106.74835341908	-6.4063104	-6.4264332849116	Jl. Pengasinan	Duren Seribu	14	12	yes	no	Pengasinan	Pengasinan	10	10	no	30512188	201	124	163	4
981255343	107.6191228	107.69153666984	-6.9174639	-6.9081539664714	ujung berung	Jl. Cijambe	12	11	no	yes	Bandung Timur	Ujung Berung	13	12	no	33822949	1236	789	830	0
458294116	106.94964958858	106.94964958858	-6.2047588486617	-6.2047588486617	Jl. Sentra Primer Timur	Jl. Sentra Primer Timur	23	23	yes	yes	Cakung	Cakung	6	6	yes	33269901	2194	1215	1568	81
364816275	112.7826235	112.77981001946	-7.271119	-7.2737642982969	dharmahusada indah	Jl. Dharmahusada Indah Timur	18	28	no	yes	Mulyorejo	Mulyorejo	9	9	no	33758951	250	146	204	37
448558370	112.1713416	112.1709451	-7.1011236	-7.1011682	Jalan raya babatan lamongan	Jl. Raya Babat Lamongan	27	23	no	yes	Babat	Babat	5	5	no	36959218	4	3	4	0
793480480	107.6213082	107.62037150475	-6.9470162	-6.9447861771817	jalan pasir luyu selatan	Jl. Pasirluyu Selatan	24	21	yes	yes	BANDUNG	Buah Batu	7	9	yes	34936526	96	44	68	8
831765481	106.99049882073	106.99049882073	-6.2569956947491	-6.2569956947491	Jl. Raya Pekayon 	Jl. Raya Pekayon	17	16	yes	yes	Pekayon Jaya	Pekayon Jaya	12	12	yes	33269901	2194	1215	1568	81
539400798	107.3375791	107.29382701377	-6.3227303	-6.3280301382314	dikawasan kota mandiri galuh mas	Galuh Mas Raya	32	14	no	no	Telukjambe	Telukjambe	10	10	no	33269901	2194	1215	1568	81
583150923	109.3061662	109.3065524381	-0.0342893	-0.034847199373557	Jl. Dr. Wahidin Kota : Pontianak Kota	Jl. Dr. Wahidin	37	15	yes	yes	 Jl. Dr. Wahidin Kota : Pontianak Kota	Sungai Jawi	38	11	no	31201822	4899	2269	2414	2
866688874	98.6722227	98.642184893115	3.5951956	3.5790196791174	Jl. Dwikora, Setia budi	Jl. Dwikora	23	11	yes	yes	Dekat USU	Setia Budi	9	10	yes	36571772	132	51	67	1
612701305	112.80752077224	112.80701651695	-7.3270712686666	-7.3272202458276	Jl.medokan ayu tambak xi	Jl. Medokan Ayu Tambak	24	22	yes	yes	Rungkut	Rungkut	7	7	yes	31793226	11	5	21	8
581518710	106.8552228	106.8552228	-6.2824104	-6.2824104	Condet Raya	Jl. Condet Raya	11	15	no	yes	Condet 	Condet 	7	7	no	33266368	422	140	191	12
163171483	106.79510872811	106.79511690609	-6.303591963863	-6.3034237755015	Jalan Rs Fatmawati No 1 Jakarta Selatan	Jl. RS Fatmawati	39	16	no	yes	Cilandak	Cilandak	8	8	yes	30770852	14	3	12	1
957394242	106.85075624341	106.85075624341	-6.1426252191892	-6.1426252191892	Jl. Benyamin Suaeb	Jl. Benyamin Suaeb	18	18	yes	yes	Kemayoran	Kemayoran	9	9	yes	39353995	292	143	219	47
154825881	106.9755726	106.9830398699	-6.2382699	-6.1889085440243	bulevar hijau	Jl. Bulevar Hijau Raya	13	22	no	yes	Harapan Indah	Harapan Indah	13	13	yes	30837468	429	238	347	71
198226656	106.814661	106.81737019281	-6.256874	-6.264829708388	kemang	Jl. Kemang Raya	6	15	no	yes	Cilandak	Kemang	8	6	yes	38254820	1203	702	936	117
540872181	106.8384873	106.83913103016	-6.2704829	-6.2690325056854	Pejaten	Pejaten	7	7	no	no	Pasar Minggu	Pasar Minggu	12	12	no	33954826	160	58	64	0
776662279	106.9755726	106.99720467194	-6.2382699	-6.2605792560075	tol bekasi	Jl. Cut Meutia	10	14	no	yes	Sepanjang Jaya	Sepanjang Jaya	14	14	yes	33269901	2194	1215	1568	81
270379295	106.5231695	106.52189853967	-6.2290397	-6.2345200706558	Citra Raya	Jl. Citra Raya Boulevard	10	24	no	yes	Cikupa	Cikupa	6	6	yes	38630024	88	61	64	0
807951735	106.85263287305	106.85263287305	-6.2567855709831	-6.2567855709831	Jl. Taman Makam Pahlawan	Jl. Taman Makam Pahlawan	24	24	yes	yes	Kalibata 	Kalibata 	9	9	yes	38803966	1644	608	1173	311
526385881	106.795961	106.79566059259	-6.4196306	-6.4229996426701	Cipayung Depok (Dekat Jembatan Serong Cipayung)	Jl. Raya Cipayung	47	17	no	yes	Jembatan Serong, Cipayung	Jembatan Serong, Cipayung	25	25	no	38674646	1929	1165	1275	4
768422598	106.9755726	107.07718298763	-6.2382699	-6.2417490922179	tambun selatan	Jl. Rawa Pisang	14	15	no	yes	Tambun	Tambun	6	6	yes	33269901	2194	1215	1568	81
749677384	106.76086701255	106.75885719041	-6.5949216390042	-6.590302917178	Jl. Raya Taman Pagelaran	Jl. Raya Taman Pagelaran	24	24	yes	yes	Ciomas	Ciomas	6	6	no	35898553	1	0	1	0
199391498	112.6941276	112.69310164267	-7.2824522	-7.2823013131657	darmo permai	Jl. Darmo Permai	12	16	no	yes	dukuh pakis	Dukuh Pakis	11	11	no	35363207	88	42	73	18
274015149	112.78489	112.78493377732	-7.31323	-7.3132540033105	Nirwana Regency	Jl. Kendal Sari	15	15	no	yes	Wonorejo	Rungkut	8	7	yes	33441286	1563	461	971	280
675525791	106.8552228	106.85694709484	-6.2824104	-6.2809000536084	CONDET	Jl. Condet Raya	6	15	no	yes	Kramatjati	Kramatjati	10	10	no	30151480	529	222	246	1
625481029	112.7897979	112.78296302118	-7.2777343	-7.2812842168674	Kertajaya Indah Timur	Jl. Kertajaya Indah Timur	21	25	no	yes	Sukolilo	Sukolilo	8	8	no	33441286	1563	461	971	280
576779119	112.7520883	112.73365924761	-7.2574719	-7.2751888433754	Pandegiling	Jl. Pandegiling	11	15	no	yes	Tegalsari	Tegalsari	9	9	no	38454001	162	85	132	15
954119208	106.6527099	106.65212454708	-6.2023936	-6.2337569596393	SUTERA PELANGI	Jl. Alam Utama	14	14	no	yes	Alam Sutera	Alam Sutera	11	11	yes	30207864	180	130	191	43
499180322	106.668174	106.73213770887	-6.2651296	-6.258499890244	Jalan pesantren	Jl. Pesantren	15	13	no	yes	Bintaro Jaya	Bintaro Jaya	12	12	yes	36617215	39	11	29	2
753733576	106.7299438	106.7280984402	-6.4223939	-6.4242276755298	Jalan Haji Mawi, Waru, Parung Kab. Bogor (nempel Pasar Parung)	Jalan Haji Mawi	62	15	no	no	Waru, Parung	Waru, Parung	12	12	no	35201254	2137	1504	1675	2
617925013	106.9791041	106.9830398699	-6.1920069	-6.1889085440243	jl.harapan indah	Jl. Bulevar Hijau Raya	16	22	yes	yes	Harapan Indah	Harapan Indah	13	13	yes	38910050	3176	2753	2997	43
930862092	106.8652756	106.85825323171	-6.3778205	-6.3668390657936	Jl.raya bogor	Jl. Raya Bogor	13	14	yes	yes	Cimanggis 	Cimanggis 	10	10	yes	34326484	702	360	550	18
894717043	107.0294408	107.0473895678	-6.2312561	-6.2226483629585	jln karang satria	Jl. Karang Satria Raya	17	22	yes	yes	Karang Satria	Karang Satria	13	13	yes	37327938	46	25	27	0
816666199	106.8079974	106.79776935715	-6.2556955	-6.2952122588075	tb simatupang	TB Simatupang	13	13	no	no	Pondok Labu	Pondok Labu	11	11	yes	37471375	33	6	30	20
524349987	106.9791041	106.97838021849	-6.1920069	-6.1890705066335	jl.harapan indah	Jl. Harapan Indah Raya	16	22	yes	yes	Harapan Indah	Harapan Indah	13	13	yes	38910050	3176	2753	2997	43
545619757	112.7520883	112.75137312698	-7.2574719	-7.3121175663368	Jl. Sidosermo PDK	Jl. Sidosermo PDK	17	17	yes	yes	Wonocolo	Wonocolo	8	8	no	39408417	178	21	112	63
467105882	98.6909114	98.691168892065	3.576657	3.5766141682441	Jl. Laksana	Jl. Laksana	11	11	yes	yes	Kota Matsum IV	Kota Matsum IV	14	14	no	32507597	285	193	300	60
916183044	98.6164533	98.6164533	3.5023278	3.5023278	Milala Tengah	Jl. Perumahan Milala Rumah Tengah	13	33	no	yes	Dekat RS Adam malik	Jamin Ginting	19	13	yes	37379129	9	17	21	0
833789780	112.78677008962	112.78677008962	-7.2879789193354	-7.2879789193354	Jl. Raya Kertajaya Indah	Jl. Raya Kertajaya Indah	24	24	yes	yes	Kertajaya	Kertajaya	9	9	yes	38454001	162	85	132	15
910216163	107.5413039	107.55006006937	-6.8840816	-6.8467228545889	jalan kolonel masturi	Jl. Kolonel Masturi	21	19	yes	yes	Cipageran	Cipageran	9	9	no	36559437	398	155	315	49
728002954	107.1925811	107.1925811	-6.2116892	-6.2116892	Jl Pule Karang Anyar	Jl. Pule	20	8	yes	yes	Karang Anyar	Karang Anyar	12	12	yes	31748850	136	7	13	0
841199955	115.163269	115.16199908029	-8.659576	-8.6554535321018	Br Semer	Jl. Raya Br. Semer	8	18	no	yes	Kerobokan	Kerobokan	9	9	no	37685271	1	0	1	0
298531002	112.69086305048	112.69086305048	-7.4628693105304	-7.4628693105304	Jl. Raya Sepande Candi	Jl. Raya Sepande Candi	22	22	yes	yes	Candi	Candi	5	5	yes	36400852	1076	530	687	58
213725918	112.68694748148	112.68694748148	-7.4464594244158	-7.4464594244158	Jl. Raya Cemeng Kalang	Jl. Raya Cemeng Kalang	22	22	yes	yes	Cemeng Kalang	Cemeng Kalang	13	13	yes	35561005	105	14	65	40
839025894	111.40375167131	111.5891236	-6.9998202773078	-7.1320026	jl. angrek no. 26	Jalan Anggrek	17	13	yes	no	Karangboyo, Cepu	Karangboyo, Cepu	16	16	yes	37169479	1	0	1	0
139539270	110.3130087	110.32614416206	-7.8450254	-7.8372449955756	Bangunjiwo	Bangunjiwo	10	10	no	no	Kasihan	Kasihan	7	7	no	38507245	924	521	651	2
495621590	106.85015	106.85138622219	-6.5737573	-6.5733470330262	Jl lavender	Jl. Lavender	11	12	yes	yes	Sentul City	Sentul City	11	11	yes	34587379	21	2	5	0
738351240	106.7500025	106.84151283177	-6.5245504	-6.662041335667	kp bojong	Kp. Bojong	9	10	no	no	Rancamaya 	Rancamaya 	10	10	no	35106035	3	0	2	0
381697992	112.7717447	112.77170178466	-7.2663417	-7.2656605684842	Dharmahusada Utara	Jl. Dharmahusada Utara	18	22	no	yes	GUBENG	Gubeng	6	6	no	31177798	1726	798	1143	139
482443190	107.6191228	107.47639391426	-6.9174639	-6.8561310481205	jalan sodong	Jl. Sodong	12	10	yes	yes	bandung barat	Padalarang	13	10	yes	38301362	162	47	78	1
238355528	106.8030892	106.82083041534	-6.374008	-6.3644968780011	Tanah Baru	Kukusan	10	7	no	no	Depok	Beji	5	4	no	34487304	92	23	46	0
359986677	106.8473377	106.84209072275	-6.3853366	-6.4019125175557	Sukma jaya depok	Depok 2 Tengah	16	14	no	no	Sukma jaya	Sukmajaya	10	9	no	30639679	159	54	70	3
431555357	112.741113	112.74246483334	-7.2667627	-7.2677098959105	Jl. Basuki Rachmat	Jl. Basuki Rachmat	18	18	yes	yes	Embong sawo	Embong Sawo	11	11	yes	30927694	17	3	14	8
595842710	106.9494459	106.96428617299	-6.2444217	-6.3117894448994	jl.at-taqwa	Jl. Ataqwa	11	10	yes	yes	Bekasi Selatan	Bojong Kulur	14	12	yes	33102927	800	712	759	2
323671696	107.14162028186	107.14162028186	-6.3121630665064	-6.3121630665064	Jl. Raya Industri	Jl. Raya Industri	17	17	yes	yes	Cikarang	Cikarang	8	8	yes	38885845	200	85	121	21
829657688	112.60909431508	112.60909431508	-7.9369181423786	-7.9369181423786	Jl. MT. Haryono	Jl. MT. Haryono	15	15	yes	yes	Dinoyo	Dinoyo	6	6	yes	38808854	151	25	91	44
690868311	106.822745	106.85966765026	-6.1744651	-6.3383416298405	Jln raya kalisari lapan gang damai cijantung pasar rebo jakarta timur	Jl. Kalisari Raya	69	17	yes	yes	Cipayung kalisari cijantung condet cawang cililitan	Cijantung, Pasar Rebo	51	21	yes	36437226	121	65	80	1
358266857	106.89098736603	106.89098736603	-6.1507995028964	-6.1507995028964	Jl. Boulevard Barat Raya	Jl. Boulevard Barat Raya	24	24	yes	yes	Kelapa Gading	Kelapa Gading	13	13	yes	36775732	1238	20	937	868
163548599	110.3721379	110.38038947019	-7.7188981	-7.7201444104367	Jalan Gito Gati	Jl. Gito Gati	15	13	no	yes	Ngaglik	Ngaglik	7	7	no	37340671	161	79	98	2
915237283	106.7553429	106.75626838399	-6.409398	-6.4107785141765	Jl. Pengasinan Gang Kemboja	Jl. Pengasinan Raya	27	19	yes	yes	Sawangan	Sawangan	8	8	no	30512188	201	124	163	4
593284652	106.6527099	106.53371993586	-6.2023936	-6.280730850398	serdang	Jl. Raya Serdang	7	16	no	yes	Panongan	Panongan	8	8	yes	39409541	56	22	25	0
302936623	106.6365088	106.67050530633	-6.3020486	-6.3128229344395	bsd	Jl. Pelayangan	3	14	no	yes	Tangerang	BSD City	9	8	yes	33855407	17	11	15	2
483396287	110.4291879	110.42820084708	-7.8108907	-7.8096151827489	Sendangtirto	Sendangtirto	12	12	no	no	Berbah	Berbah	6	6	no	33563462	948	550	698	1
705132965	112.69057698413	112.69057698413	-7.26918661503	-7.26918661503	Jl. Raya Darmo Harapan 1	Jl. Raya Darmo Harapan 1	24	24	yes	yes	Tanjungsari	Tanjungsari	11	11	yes	39593820	60	15	49	23
276487858	112.7650529393	112.7650529393	-7.3683511288084	-7.3683511288084	Jl. Raya Bandara	Jl. Raya Bandara	16	16	yes	yes	Sedati	Sedati	6	6	yes	35363207	88	42	73	18
295168552	106.799078	106.79874004166	-6.2655722	-6.2656575179902	Jl. H. Abdul Majid II No. 2, Cipete Utara, Kebayoran Baru, Jakarta Selatan	Jl. H. Abdul Majid II	74	21	yes	yes	Cipete Utara	Cipete Utara, Kebayoran Baru	12	28	no	38939851	1	0	1	0
401301350	110.4131913	110.41362045344	-7.7348642	-7.7345877881999	Bakungan	Jl. Raya Bakungan	8	17	no	yes	Wedomartani, Ngemplak	Wedomartani, Ngemplak	21	21	no	33364176	357	219	266	1
